ID,Date,Text,Latitude,Longitude,Sentiment,Language
1.44743E+18,2021-10-11 00:02:01-05:00,A ver digan y nos coordinamosÉ?› a mi me gusta darle la vuelta al ciclo completo –??? https://t.co/wSHmN742uW,27.473712,-99.726569,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:07-05:00,@Anaro74 Buenas noches. Dulces sue«Òos.,21.048719,-87.0316645,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:10-05:00,@mariaeugenia354 @dayan_shalom Gracias am«∏n.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:12-05:00,Buenas noches gente bonita.,26.8782035,-101.220857,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:16-05:00,@alfaalex7 Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:16-05:00,@jgibbs77 @chargers Buenas nochesÉ?≠É?≠–???–???É?≠É?≠,19.543933,-99.1642825,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:19-05:00,"Mi mam«≠ me dio la vida, pero ustedes las ganas de vivirla. –?çØ https://t.co/eGPQj1zky8",21.4820115,-102.584498,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:21-05:00,Estoy gordita pero que chulada de gordita.–???–?›?–???–?›?–???–?›?,19.652724,-101.27577,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:22-05:00,@JMLdigital Gracias mi buen amigo! Un abrazo!,19.432836,-99.153366,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:24-05:00,@Mayyahuely Gracias am«∏n.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:27-05:00,"Cuando estas en el centro de la #madurez mezclado con #Juventud,cuando tienes ese punto exacto de tranquilidad con un #plandevida entonces en ese momento NADA te detiene!! Gracias a la vida por la experiencia adquirida y el don de saber disfrutar de lo bonito–?æ¯ #NuevaFotoDePerfil https://t.co/0fNfaCZvck",19.4299345,-99.2115105,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:32-05:00,@gau_carlos Gracias –??è,19.432836,-99.153366,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:33-05:00,Mi crush es tan viejito jaja (46) que si le doy un susto ah« queda #OjoSamuelGarc«a,25.6417185,-100.2935915,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:35-05:00,"∂®Alguien para tener dates lindas y que me de besitos en los ojos? Si, por favor",15.2011325,-86.2431935,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:35-05:00,@Lebonete @grociodeL Gracias am«∏n.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:35-05:00,Yo a partir de ma«Òana con la auditor«a,25.711095,-103.50418,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:37-05:00,@luis_rich Qu«∏ tal el cabello/pasto. –??Ø,20.676652,-103.335882,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:37-05:00,"Que Carajos le vamos a dejar de futuro ha nuestros hijos, en Chilpancingo, Guerrero https://t.co/Lig9Waz9t0",17.55,-99.5,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:39-05:00,@AnnieVnKr Tu dir«≠s y manqueamos pa tener la skin xD,19.2843215,-99.655676,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:41-05:00,@JuanChvezCruz1 Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:48-05:00,"Yo d« muchas oportunidades, pero llega alguien que s« las aprovecha y adi«¸s a todo el mundo",21.09806,-101.601401,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:48-05:00,@IKlaus_mV Es el @NoSoyLava verdad .. ?? Evolucion«¸ de Simp a Chapulin jajaja o crees que sea el @Ident1vez_MLG https://t.co/QjgGUCGaA4,18.856709,-97.112844,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:53-05:00,"Ser«a chido organizar una fiesta de disfraces para halloween –??ü con tem«≠tica romana, todos con disfraz pero sin ropa interior, para que todo termine como orgia de Caligula.  –??è",21.09806,-101.601401,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:59-05:00,@Pollito00120 Que delicia mami,31.452274,-106.568008,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:02:59-05:00,@NaxiellyFA Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:00-05:00,@kleine_Rae Gracias hermosa!,19.432836,-99.153366,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:09-05:00,mi pap«≠??? la persona m«≠s cari«Òosa del mundo https://t.co/67WG862sNP,20.790657,-103.4847745,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:09-05:00,Este fin de semana pens«∏ mucho en fantasmas,20.790657,-103.4847745,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:10-05:00,@El_Sursuncorda Gracias am«∏n.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:15-05:00,"@yosoy8a En «∏stos d«as la solidaridad abunda frente a las grandes tragedias,ojal«≠ este mensaje llegue a todo aquel que pueda apoyarlo –??è https://t.co/xDaexzykRS",19.432836,-99.153366,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:18-05:00,"Una noche como hoy, pero de hace 7 a«Òos me trae hermosos recuerdos, a«ßn puedo sentir mi inocencia, mis miedos y a la vez mis m«≠s grandes ilusiones.",21.274624,-99.2074035,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:23-05:00,@paolatrsm Gracias a dios amiga–??è–?èØ–??è–?èØ,19.652724,-101.27577,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:27-05:00,@Luisa2Fernanda No nada m«≠s eso hermosa si no que te vengas con un  orgasmos Enorme y me ba«Òes todo mi rostro para poder saborearlo a mi antojo mmm rico,17.706791,-94.3909125,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:30-05:00,@captain_neto Jajajajajaja est«≠ super lejos para ir manejando –??Å (Y yo si soy de los que se duermen manejando).,21.09806,-101.601401,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:35-05:00,Hay alg«ßn d«a mejor que el domingo ?–?œ∏ É??É??É??É??É?? #templorunner #yoelegicorrer https://t.co/NHxSizVKLt,19.7051795,-98.9903395,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:36-05:00,@Rickimr @grociodeL Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:42-05:00,@doloresgata67 Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:46-05:00,@robycop27 Te ves deliciosa mami. Para tenerte de novia,31.452274,-106.568008,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:48-05:00,#31pedacitosdeterror  D«a 10 Con Aliens  Captive State [2019]  Mas SciFi que Horror Tiene poquitos momentos de miedo pero bien logrados. Me gust«¸.  @Pedacitosterror https://t.co/xw0kQIDZzn,24.6624885,-107.3420565,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:50-05:00,@Wlvrn7 Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:50-05:00,@MildredGS Felicitaciones... Y que sigas progresando.,20.676652,-103.335882,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:56-05:00,Que bonito encontrar algo que nos guste a mi pap«≠ y a mi,25.6417185,-100.2935915,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:57-05:00,@raularistides_ Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:03:58-05:00,Q mega rico guapo y vergon,21.048719,-87.0316645,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:01-05:00,Ser«≠ que le mando mensaje de feliz noche? –???–?œ≠,15.7724675,-90.224221,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:02-05:00,@jorgeespinos1 Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:03-05:00,@Car_los1415 Ya see jajaja que chin**deras,19.448403,-96.951506,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:04-05:00,"@jagv77 Ya veremos que pasa en febrero, mientras a disfrutar.",20.941035,-89.623611,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:16-05:00,@SerPara126 Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:17-05:00,"Noches solamente, pq buenas son las ganas que te traego",25.6417185,-100.2935915,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:25-05:00,@beatriz_deita Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:33-05:00,@mavavi72 @MrZuckmyBerg Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:33-05:00,@EstebanCoachMX Que delicia de nalgas,31.452274,-106.568008,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:38-05:00,@macarmen_sb Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:45-05:00,@LOMMX Gracias.,18.933812,-99.260819,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:46-05:00,La lluvia fue nuestro mejor soundtrack.,21.274624,-99.2074035,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:48-05:00,Mi Doby –?æß–??–?? Ya estas en un mejor lugar  Te amo siempre –??–??? https://t.co/viGfibjVeq,15.2011325,-86.2431935,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:49-05:00,En gratitud despu«∏s de una  oportunidad m«≠s de trabajar con espl«∏ndidas mujeres en el taller  sanando mis perdidas  y con estos hermosos seres que nos lo facilitan–?ê?–??è–??? en Hipico la primavera https://t.co/dF1VHBTRBu,24.80774,-107.39446,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:49-05:00,@alex_uri12 Mamacita tan deliciosa,31.452274,-106.568008,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:04:52-05:00,Much«simas felicidades a mi hija la m«≠s masoquista que est«≠ cumpliendo a«Òos de mujer. @dulce__92 https://t.co/jE2FWqfJUO,25.244223,-103.23313,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:00-05:00,Mi mejor visita te quiero ML https://t.co/oUop5JhE2f,20.790657,-103.4847745,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:01-05:00,#Und«acomohoy primera celebraci«¸n del 'D«a para salir del cl«¸set' https://t.co/1El4tuknLy,25.540505,-103.460398,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:03-05:00,Hoy tengo ganas de ti #OjoSamuelGarc«a,25.6417185,-100.2935915,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:10-05:00,"A todos aquellos que luchamos con un trastorno:  Eres un chingon solo por el hecho de reconocer que necesitabas ayuda, por seguir adelante pese a cualquier pensamiento distorsionado, sigue luchando ",22.270295,-97.916772,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:31-05:00,Ganamos y pasamos a la final –?æ?–??ü–?èØÉ?˘.,24.6624885,-107.3420565,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:32-05:00,"Y se lleg«¸ el d«a, se lleg«¸ el momento que todo ten«a que explotar. El camino es incierto, pero con la frente en alto y nunca para atr«≠s.",15.7724675,-90.224221,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:46-05:00,triponas –???–???–???–???–???,28.9698625,-111.498181,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:52-05:00,"Y si me ven feliz , d«∏jenme ... no saben cuantas lagrimas ya derram«∏ É?æã˜è",19.2843215,-99.655676,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:05:59-05:00,"Para quienes viven o visitan Tuxtla, Cuando tengan la oportunidad, dense una vuelta por el parque Joyu Mayu, est«≠ muy lindo y tiene muchas «≠reas para disfrutar con la familia. https://t.co/Hh8h555kPj",16.7424355,-93.1396595,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:06:04-05:00,"@DrKing_s2 Desde tu primera pl«≠tica, dejamos en claro que t«ß voz prende–?æÔ–???",22.270295,-97.916772,positivo,Espa«Òol
1.44743E+18,2021-10-11 00:06:05-05:00,@CarlosGignak Al menos tu y yo ya nos conocemos!!!  Saludos Carlos!!! https://t.co/JW7SLVl1pK,25.778679,-100.1687175,positivo,Espa«Òol
